ID,City,Country,Time,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain,Snow
708,Jacqueville,CI,2020-11-05 13:29:54,5.21,-4.41,87.8,74,20,9.17,few clouds,0.0,0.0
709,French Harbor,HN,2020-11-05 13:29:55,16.35,-86.43,82.4,88,75,20.8,broken clouds,0.0,0.0
710,Auki,SB,2020-11-05 13:29:55,-8.77,160.7,79.07,82,100,3.69,heavy intensity rain,5.615,0.0
711,Xining,CN,2020-11-05 13:29:55,36.62,101.77,37.24,72,61,5.88,broken clouds,0.0,0.0
712,Turinskaya Sloboda,RU,2020-11-05 13:29:55,57.62,64.39,32.7,96,92,5.77,overcast clouds,0.0,0.0
713,Volchanets,RU,2020-11-05 13:29:56,42.91,132.75,45.41,81,0,1.81,clear sky,0.0,0.0
714,Batemans Bay,AU,2020-11-05 13:29:56,-35.72,150.18,55.99,93,81,1.01,light rain,0.17,0.0
715,Sikeston,US,2020-11-05 13:29:56,36.88,-89.59,48.2,93,1,5.55,clear sky,0.0,0.0
716,Mahon,ES,2020-11-05 13:29:56,39.89,4.27,68.0,68,40,13.87,scattered clouds,0.0,0.0
717,Campos Belos,BR,2020-11-05 13:26:22,-13.04,-46.77,83.44,61,100,2.06,light rain,0.33,0.0
718,Vung Tau,VN,2020-11-05 13:29:57,10.35,107.08,80.73,85,100,11.21,light rain,0.73,0.0
719,Zhangaözen,KZ,2020-11-05 13:29:57,43.3,52.8,57.87,26,83,11.52,broken clouds,0.0,0.0
720,Mishan,CN,2020-11-05 13:29:57,45.55,131.88,34.29,87,14,4.54,few clouds,0.0,0.0
721,Güicán,CO,2020-11-05 13:29:57,6.46,-72.41,55.0,79,99,1.21,overcast clouds,0.0,0.0
722,Gorgan,IR,2020-11-05 13:26:49,36.84,54.43,73.4,56,75,4.32,broken clouds,0.0,0.0
723,Pangai,TO,2020-11-05 13:29:58,-19.8,-174.35,75.2,83,17,19.46,few clouds,0.0,0.0
724,Rondonópolis,BR,2020-11-05 13:25:03,-16.47,-54.64,88.56,28,4,4.94,clear sky,0.0,0.0
725,Gushikawa,JP,2020-11-05 13:29:58,26.35,127.87,77.0,94,90,18.34,light rain,0.24,0.0
726,Biggar,GB,2020-11-05 13:29:58,55.62,-3.52,55.0,56,61,4.0,broken clouds,0.0,0.0
727,Camacha,PT,2020-11-05 13:29:58,33.08,-16.33,59.0,77,75,14.99,light intensity shower rain,0.0,0.0
728,Gazojak,TM,2020-11-05 13:29:59,41.19,61.4,57.49,32,0,9.73,clear sky,0.0,0.0
729,Acapulco de Juárez,MX,2020-11-05 13:29:38,16.86,-99.89,75.2,69,40,8.05,scattered clouds,0.0,0.0
730,Tari,NG,2020-11-05 13:29:59,12.41,4.49,98.67,16,100,16.87,overcast clouds,0.0,0.0
731,Zalţan,LY,2020-11-05 13:29:59,32.95,11.87,77.2,47,97,10.11,overcast clouds,0.0,0.0
732,Bouaflé,CI,2020-11-05 13:29:59,6.99,-5.74,91.4,55,75,4.7,broken clouds,0.0,0.0
733,Youkounkoun,GN,2020-11-05 13:30:00,12.53,-13.13,101.25,36,0,0.89,clear sky,0.0,0.0
734,Belance,PH,2020-11-05 13:30:00,16.18,121.25,67.21,94,100,1.54,light rain,0.865,0.0
735,Port Macquarie,AU,2020-11-05 13:30:00,-31.43,152.92,60.01,69,43,1.01,scattered clouds,0.0,0.0
736,Shimokizukuri,JP,2020-11-05 13:30:00,40.81,140.39,50.0,75,20,10.29,few clouds,0.0,0.0
737,Boaco,NI,2020-11-05 13:30:01,12.47,-85.66,73.4,94,40,3.8,scattered clouds,0.0,0.0
738,Whitehorse,CA,2020-11-05 13:30:02,60.72,-135.05,1.99,64,90,12.75,light snow,0.0,0.0
739,Boyolangu,ID,2020-11-05 13:30:03,-8.12,111.89,78.03,87,100,4.54,overcast clouds,0.0,0.0
740,Yangi Marg`ilon,UZ,2020-11-05 13:30:04,40.43,71.72,57.2,28,0,1.21,haze,0.0,0.0
741,Cooma,AU,2020-11-05 13:30:05,-36.23,149.13,42.8,93,90,11.41,overcast clouds,0.0,0.0
742,Roald,NO,2020-11-05 13:30:06,62.58,6.13,52.0,87,75,24.16,broken clouds,0.0,0.0
743,Aswān,EG,2020-11-05 13:30:07,24.09,32.91,83.71,21,60,11.48,broken clouds,0.0,0.0
744,Bangolo,CI,2020-11-05 13:30:08,7.01,-7.47,93.78,41,9,4.27,clear sky,0.0,0.0
745,Bhachāu,IN,2020-11-05 13:30:09,23.28,70.35,84.09,38,0,6.71,clear sky,0.0,0.0
746,Marsh Harbour,BS,2020-11-05 13:30:10,26.54,-77.06,78.22,75,77,27.58,broken clouds,0.0,0.0
747,Cervo,ES,2020-11-05 13:30:10,43.67,-7.41,57.99,79,69,5.01,broken clouds,0.0,0.0
748,Agüimes,ES,2020-11-05 13:30:11,27.91,-15.45,71.01,68,75,11.41,broken clouds,0.0,0.0
749,Marolambo,MG,2020-11-05 13:30:11,-20.05,48.12,76.6,66,0,6.58,clear sky,0.0,0.0
750,Shakiso,ET,2020-11-05 13:30:12,5.75,38.92,70.11,75,59,6.67,broken clouds,0.0,0.0
751,Huai Thalaeng,TH,2020-11-05 13:30:13,15.0,102.65,80.01,99,53,5.37,light rain,0.27,0.0
752,Amahai,ID,2020-11-05 13:30:13,-3.33,128.92,82.99,89,53,1.01,broken clouds,0.0,0.0
753,Morón,AR,2020-11-05 13:30:13,-34.65,-58.62,66.99,48,0,16.11,clear sky,0.0,0.0
754,Safi,MA,2020-11-05 13:30:13,32.3,-9.24,66.13,74,100,22.46,overcast clouds,0.0,0.0
755,Kayasula,RU,2020-11-05 13:30:13,44.33,45.0,55.35,45,33,3.06,scattered clouds,0.0,0.0
756,Lukang,TW,2020-11-05 13:30:14,24.06,120.44,73.99,83,40,6.93,scattered clouds,0.0,0.0
757,Dunedin,NZ,2020-11-05 13:30:15,-45.87,170.5,50.0,87,100,6.24,overcast clouds,0.0,0.0
758,Banda Aceh,ID,2020-11-05 13:26:23,5.56,95.32,80.94,80,100,9.89,overcast clouds,0.0,0.0
759,Troitskoye,RU,2020-11-05 13:30:16,52.98,84.68,35.26,83,100,15.46,overcast clouds,0.0,0.0
760,Kita,ML,2020-11-05 13:30:16,13.03,-9.49,101.52,16,0,3.83,clear sky,0.0,0.0
761,Ossora,RU,2020-11-05 13:30:16,59.24,163.07,31.46,90,5,7.09,clear sky,0.0,0.0
762,Buriti dos Lopes,BR,2020-11-05 13:30:17,-3.17,-41.87,93.97,43,11,8.61,few clouds,0.0,0.0
763,Hirado,JP,2020-11-05 13:30:17,33.36,129.55,57.2,71,0,4.7,clear sky,0.0,0.0
764,Harlingen,US,2020-11-05 13:30:18,26.19,-97.7,64.4,100,1,4.7,clear sky,0.0,0.0
765,Ormara,PK,2020-11-05 13:30:18,25.21,64.64,77.56,66,0,8.88,clear sky,0.0,0.0
766,Presidencia Roque Sáenz Peña,AR,2020-11-05 13:30:19,-26.79,-60.44,79.5,31,4,8.75,clear sky,0.0,0.0
767,Luwuk,ID,2020-11-05 13:30:19,-0.95,122.79,79.29,74,3,1.59,clear sky,0.0,0.0
768,Tapes,BR,2020-11-05 13:30:19,-30.67,-51.4,67.87,69,51,15.61,broken clouds,0.0,0.0
769,Mnogovershinnyy,RU,2020-11-05 13:30:20,53.94,139.92,20.77,94,99,20.62,overcast clouds,0.0,0.0
770,Muroto-misakicho,JP,2020-11-05 13:30:20,33.28,134.15,62.98,59,2,1.41,clear sky,0.0,0.0
771,Bilma,NE,2020-11-05 13:30:21,18.69,12.92,88.09,13,0,4.18,clear sky,0.0,0.0
772,Kysyl-Syr,RU,2020-11-05 13:30:21,63.9,122.76,0.34,92,100,4.36,overcast clouds,0.0,0.0
773,Tomohon,ID,2020-11-05 13:30:22,1.33,124.84,77.0,94,20,1.12,few clouds,0.0,0.0
774,Yala,TH,2020-11-05 13:30:22,6.33,101.25,75.38,90,100,0.89,overcast clouds,0.0,0.0
775,Kampong Thom,KH,2020-11-05 13:25:36,12.71,104.89,77.5,83,100,5.12,overcast clouds,0.0,0.0
776,Limbdi,IN,2020-11-05 13:30:23,22.57,71.8,83.5,29,0,0.83,clear sky,0.0,0.0
777,Manggar,ID,2020-11-05 13:30:23,-2.88,108.27,80.31,84,100,6.8,overcast clouds,0.0,0.0
778,Tergnier,FR,2020-11-05 13:30:24,49.66,3.3,54.0,61,0,1.99,clear sky,0.0,0.0
779,Bariloche,AR,2020-11-05 13:27:58,-41.15,-71.31,48.2,57,40,26.4,scattered clouds,0.0,0.0
780,Inhambane,MZ,2020-11-05 13:30:25,-23.86,35.38,84.2,70,40,16.11,scattered clouds,0.0,0.0
781,Limbang,MY,2020-11-05 13:30:25,4.75,115.0,77.0,94,75,2.24,broken clouds,0.0,0.0
782,Mitsamiouli,KM,2020-11-05 13:30:26,-11.38,43.28,79.7,70,46,4.09,scattered clouds,0.0,0.0
783,Mokrousovo,RU,2020-11-05 13:30:26,55.81,66.77,33.55,93,100,6.02,overcast clouds,0.0,0.0
784,Sarkand,KZ,2020-11-05 13:30:26,45.41,79.92,41.81,55,41,1.74,scattered clouds,0.0,0.0
785,Fougamou,GA,2020-11-05 13:30:27,-1.22,10.58,86.0,70,75,1.07,broken clouds,0.0,0.0
786,Yankton,US,2020-11-05 13:30:27,42.87,-97.4,51.01,70,1,9.17,clear sky,0.0,0.0
787,Marabba,SD,2020-11-05 13:30:27,12.35,32.18,98.69,19,100,11.43,overcast clouds,0.0,0.0
788,Thanh Hoa,VN,2020-11-05 13:30:27,19.8,105.77,72.61,87,80,2.48,broken clouds,0.0,0.0
789,Tecpan,GT,2020-11-05 13:30:28,14.76,-90.99,64.99,93,75,9.17,light intensity drizzle,0.0,0.0
790,Hunterville,NZ,2020-11-05 13:30:28,-39.93,175.57,60.01,90,87,2.64,overcast clouds,0.0,0.0
791,Ayagoz,KZ,2020-11-05 13:30:28,47.97,80.44,31.73,77,0,5.84,clear sky,0.0,0.0
792,Zarasai,LT,2020-11-05 13:30:29,55.73,26.25,46.94,76,100,14.9,overcast clouds,0.0,0.0
793,Litovko,RU,2020-11-05 13:30:29,49.24,135.17,27.12,83,90,11.1,overcast clouds,0.0,0.0
794,Rio Grande,BR,2020-11-05 13:30:30,-32.03,-52.1,71.6,56,75,16.11,broken clouds,0.0,0.0
795,Tiarei,PF,2020-11-05 13:30:31,-17.53,-149.33,78.8,74,75,12.75,broken clouds,0.0,0.0
796,Lazurne,UA,2020-11-05 13:30:31,46.08,32.53,50.0,87,90,11.18,overcast clouds,0.0,0.0
797,Mocuba,MZ,2020-11-05 13:30:31,-16.84,36.99,101.82,20,0,9.08,clear sky,0.0,0.0
798,Mananjary,MG,2020-11-05 13:30:32,-21.22,48.33,76.84,78,73,13.69,broken clouds,0.0,0.0
799,Soyo,AO,2020-11-05 13:30:32,-6.13,12.37,81.27,74,98,11.88,overcast clouds,0.0,0.0
800,Kouroussa,GN,2020-11-05 13:30:33,10.65,-9.88,94.21,30,0,5.68,clear sky,0.0,0.0
801,Ponnāni,IN,2020-11-05 13:30:34,10.77,75.93,75.2,94,75,3.15,heavy intensity rain,4.21,0.0
802,Micomeseng,GQ,2020-11-05 13:30:35,2.15,10.62,81.97,74,69,1.83,light rain,1.0,0.0
803,Dubovyy Umët,RU,2020-11-05 13:30:35,52.98,50.29,33.8,100,90,2.24,fog,0.42,0.0
804,Trincomalee,LK,2020-11-05 13:30:36,8.57,81.23,83.21,76,0,10.71,light rain,0.92,0.0
805,Villaviciosa,ES,2020-11-05 13:30:36,43.48,-5.44,59.0,69,2,10.2,clear sky,0.0,0.0
806,Mamlyutka,KZ,2020-11-05 13:30:37,54.94,68.54,34.77,90,82,6.62,broken clouds,0.0,0.0
807,Yaypan,UZ,2020-11-05 13:30:37,40.38,70.82,54.19,32,0,2.04,clear sky,0.0,0.0
808,Umluj,SA,2020-11-05 13:30:38,25.02,37.27,80.67,49,39,10.85,scattered clouds,0.0,0.0
809,Lanxi,CN,2020-11-05 13:30:38,29.22,119.48,59.0,77,0,3.18,clear sky,0.0,0.0
810,Namtsy,RU,2020-11-05 13:30:38,62.72,129.67,5.0,92,40,4.47,light shower snow,0.0,0.0
811,Mazagão,BR,2020-11-05 13:30:39,-0.12,-51.29,86.0,79,75,2.24,heavy intensity rain,7.49,0.0
812,Kirkwood,US,2020-11-05 13:27:54,38.58,-90.41,55.99,66,75,6.24,broken clouds,0.0,0.0
813,Bambamarca,PE,2020-11-05 13:30:41,-6.68,-78.53,60.8,55,0,1.12,clear sky,0.0,0.0
814,Paraty,BR,2020-11-05 13:30:42,-23.22,-44.71,71.6,64,75,5.82,heavy intensity rain,5.73,0.0
815,Āsosa,ET,2020-11-05 13:30:42,10.07,34.53,76.08,70,0,3.2,clear sky,0.0,0.0
816,Lucea,JM,2020-11-05 13:30:43,18.45,-78.17,77.0,83,90,8.05,overcast clouds,0.0,0.0
817,El Rincón,HN,2020-11-05 13:30:43,14.58,-87.93,62.6,93,97,0.43,overcast clouds,0.0,0.0
818,Sisimiut,GL,2020-11-05 13:30:43,66.94,-53.67,21.74,92,100,13.04,snow,0.0,0.54
819,Hulan Ergi,CN,2020-11-05 13:30:44,47.2,123.63,31.35,84,57,8.34,broken clouds,0.0,0.0
820,Panguna,PG,2020-11-05 13:30:44,-6.32,155.48,69.15,96,100,1.05,overcast clouds,0.0,0.0
821,Suntar,RU,2020-11-05 13:30:45,62.14,117.63,6.84,95,58,1.95,broken clouds,0.0,0.0
822,Chamba,IN,2020-11-05 13:30:45,32.57,76.13,56.05,38,0,6.13,clear sky,0.0,0.0
823,Lethem,GY,2020-11-05 13:30:46,3.38,-59.8,77.0,94,20,11.41,few clouds,0.0,0.0
824,Soledade,BR,2020-11-05 13:30:46,-28.82,-52.51,64.71,51,0,9.01,clear sky,0.0,0.0
825,Diego de Almagro,CL,2020-11-05 13:30:46,-26.37,-70.05,76.82,22,0,6.67,clear sky,0.0,0.0
826,Shubarshi,KZ,2020-11-05 13:30:47,48.59,57.19,52.66,39,78,7.81,broken clouds,0.0,0.0
827,Luján,AR,2020-11-05 13:30:47,-34.57,-59.1,69.01,51,4,8.01,clear sky,0.0,0.0
828,Chadiza,ZM,2020-11-05 13:30:47,-14.07,32.44,93.87,16,0,9.31,clear sky,0.0,0.0
829,Karasjok,NO,2020-11-05 13:30:48,69.47,25.51,41.0,94,0,28.86,clear sky,0.0,0.0
830,Pierre,US,2020-11-05 13:30:48,44.37,-100.35,42.8,60,1,5.82,clear sky,0.0,0.0
831,Burns Lake,CA,2020-11-05 13:30:48,54.23,-125.75,33.8,81,100,3.36,overcast clouds,0.0,0.0
832,Oddur,SO,2020-11-05 13:30:49,4.12,43.89,81.37,65,49,7.47,light rain,0.66,0.0
833,Mudgee,AU,2020-11-05 13:30:49,-32.59,149.59,51.8,81,75,5.82,broken clouds,0.0,0.0
834,Kamenskiy,RU,2020-11-05 13:30:50,50.89,45.49,43.84,67,90,3.22,overcast clouds,0.0,0.0
835,Great Bend,US,2020-11-05 13:30:50,38.36,-98.76,48.99,75,1,3.36,clear sky,0.0,0.0
836,Kushmurun,KZ,2020-11-05 13:30:50,52.45,64.63,42.89,73,79,10.83,broken clouds,0.0,0.0
837,Tshikapa,CD,2020-11-05 13:30:51,-6.42,20.8,87.12,64,89,2.64,overcast clouds,0.0,0.0
838,Baykit,RU,2020-11-05 13:30:51,61.67,96.37,9.52,89,100,8.14,overcast clouds,0.0,0.0
839,Uren',RU,2020-11-05 13:30:52,57.46,45.79,42.64,91,100,8.1,overcast clouds,0.0,0.0
840,Itoman,JP,2020-11-05 13:30:52,26.12,127.67,77.0,88,75,18.34,light intensity shower rain,0.26,0.0
841,Manokwari,ID,2020-11-05 13:30:52,-0.87,134.08,81.03,76,100,5.14,overcast clouds,0.0,0.0
842,Arrondissement d'Ajaccio,FR,2020-11-05 13:29:11,42.0,8.92,68.0,77,75,8.05,broken clouds,0.0,0.0
843,Ucluelet,CA,2020-11-05 13:30:53,48.93,-125.55,51.01,93,100,1.01,overcast clouds,0.0,0.0
844,Fare,PF,2020-11-05 13:30:53,-16.7,-151.02,79.93,78,0,16.33,light rain,0.33,0.0
845,Nālūt,LY,2020-11-05 13:30:54,30.33,10.85,79.48,21,95,4.63,overcast clouds,0.0,0.0
846,Ginir,ET,2020-11-05 13:30:54,7.13,40.7,67.66,73,65,9.06,light rain,0.12,0.0
847,Cassilândia,BR,2020-11-05 13:30:55,-19.11,-51.73,87.96,24,0,5.32,clear sky,0.0,0.0
848,Nortelândia,BR,2020-11-05 13:30:55,-14.45,-56.8,95.54,33,40,3.33,scattered clouds,0.0,0.0
849,Shimoda,JP,2020-11-05 13:30:55,34.67,138.95,59.14,62,0,3.44,clear sky,0.0,0.0
850,Darasun,RU,2020-11-05 13:30:56,51.67,114.0,21.2,85,63,4.47,broken clouds,0.0,0.0
851,Nampula,MZ,2020-11-05 13:30:56,-15.12,39.27,93.2,26,0,12.75,clear sky,0.0,0.0
852,Saryg-Sep,RU,2020-11-05 13:30:57,51.5,95.6,24.46,97,100,2.15,light snow,0.0,0.5
853,Luanda,AO,2020-11-05 13:30:57,-8.84,13.23,84.2,70,40,6.93,scattered clouds,0.0,0.0
854,Valerianovsk,RU,2020-11-05 13:30:57,58.76,59.55,35.29,91,100,7.05,overcast clouds,0.0,0.0
855,Rohru,IN,2020-11-05 13:30:57,31.22,77.75,46.6,51,0,2.46,clear sky,0.0,0.0
856,Neenah,US,2020-11-05 13:30:58,44.19,-88.46,48.99,66,40,8.05,scattered clouds,0.0,0.0
857,Nhulunbuy,AU,2020-11-05 13:30:58,-12.23,136.77,80.6,78,0,4.7,clear sky,0.0,0.0
858,Boli,CN,2020-11-05 13:30:59,45.77,130.52,31.62,96,0,4.25,clear sky,0.0,0.0
859,Dzaoudzi,YT,2020-11-05 13:30:59,-12.79,45.27,84.2,66,0,3.36,clear sky,0.0,0.0
860,Thai Binh,VN,2020-11-05 13:31:00,20.45,106.33,75.2,78,48,4.7,scattered clouds,0.0,0.0
861,Laas,IT,2020-11-05 13:31:00,46.62,10.7,64.0,70,20,9.17,few clouds,0.0,0.0
862,Poptún,GT,2020-11-05 13:31:01,16.33,-89.42,68.77,100,100,7.36,moderate rain,1.8,0.0
863,Jalingo,NG,2020-11-05 13:31:01,8.88,11.37,97.48,22,87,7.92,overcast clouds,0.0,0.0
864,Kutum,SD,2020-11-05 13:31:01,14.2,24.67,84.18,16,100,8.95,overcast clouds,0.0,0.0
865,Sungai Penuh,ID,2020-11-05 13:31:02,-2.08,101.38,66.79,93,100,1.19,light rain,0.56,0.0
866,Simplício Mendes,BR,2020-11-05 13:31:02,-7.85,-41.91,84.97,59,29,6.91,scattered clouds,0.0,0.0
867,Workington,GB,2020-11-05 13:31:02,54.64,-3.54,48.99,94,94,5.01,overcast clouds,0.0,0.0
868,Micheweni,TZ,2020-11-05 13:31:03,-4.97,39.83,80.17,76,98,11.36,overcast clouds,0.0,0.0
869,Rodrigues Alves,BR,2020-11-05 13:31:03,-7.74,-72.65,87.91,54,100,1.88,moderate rain,3.158,0.0
870,Bushehr,IR,2020-11-05 13:31:03,28.97,50.84,84.2,45,0,9.17,clear sky,0.0,0.0
871,High Level,CA,2020-11-05 13:29:35,58.52,-117.14,15.8,85,90,12.75,light snow,0.0,0.0
872,Tingi,TZ,2020-11-05 13:31:04,-11.3,35.03,81.97,35,0,8.16,clear sky,0.0,0.0
873,Andenes,NO,2020-11-05 13:31:04,69.31,16.12,41.0,80,75,33.33,shower rain,0.0,0.0
874,Vallenar,CL,2020-11-05 13:31:04,-28.57,-70.76,74.35,36,0,5.3,clear sky,0.0,0.0
875,Sassandra,CI,2020-11-05 13:31:04,4.95,-6.08,85.3,68,45,8.03,light rain,0.28,0.0
876,Northam,GB,2020-11-05 13:28:17,51.03,-4.22,55.0,86,0,4.0,clear sky,0.0,0.0
877,Makurdi,NG,2020-11-05 13:31:05,7.74,8.51,95.16,35,77,4.74,broken clouds,0.0,0.0
878,Walvis Bay,NA,2020-11-05 13:31:05,-22.96,14.51,73.4,53,0,10.29,clear sky,0.0,0.0
879,Kabelvåg,NO,2020-11-05 13:31:05,68.21,14.48,42.8,70,75,41.38,broken clouds,0.0,0.0
880,Voh,NC,2020-11-05 13:31:05,-20.97,164.7,72.79,87,5,2.17,clear sky,0.0,0.0
881,Gumia,IN,2020-11-05 13:31:06,23.78,85.82,70.74,40,8,4.0,clear sky,0.0,0.0
882,Aketi,CD,2020-11-05 13:31:06,2.74,23.78,82.53,87,100,1.9,light rain,0.89,0.0
883,Inuvik,CA,2020-11-05 13:31:06,68.35,-133.72,1.4,77,77,3.36,broken clouds,0.0,0.0
884,Leshukonskoye,RU,2020-11-05 13:31:07,64.9,45.76,38.55,84,95,7.74,overcast clouds,0.0,0.0
885,Mpulungu,ZM,2020-11-05 13:31:07,-8.76,31.11,85.06,37,100,0.54,overcast clouds,0.0,0.0
886,Samarai,PG,2020-11-05 13:31:07,-10.62,150.67,79.81,87,82,7.74,broken clouds,0.0,0.0
887,Emerald,AU,2020-11-05 13:31:07,-23.53,148.17,79.0,50,0,6.93,light rain,0.13,0.0
888,Hanstholm,DK,2020-11-05 13:31:08,57.12,8.62,54.0,64,89,1.99,overcast clouds,0.0,0.0
889,Tondano,ID,2020-11-05 13:31:08,1.3,124.91,77.0,94,20,1.12,few clouds,0.0,0.0
890,Catuday,PH,2020-11-05 13:31:08,16.29,119.81,79.34,80,100,6.71,light rain,0.11240000000000001,0.0
891,Oleksandrivka,UA,2020-11-05 13:31:09,46.84,32.76,50.0,87,90,11.18,overcast clouds,0.0,0.0
892,Hornepayne,CA,2020-11-05 13:31:09,49.21,-84.77,37.35,93,100,6.53,overcast clouds,0.0,0.0
893,Pāsighāt,IN,2020-11-05 13:31:09,28.07,95.33,66.7,74,0,3.4,clear sky,0.0,0.0
894,Sechura,PE,2020-11-05 13:31:09,-5.56,-80.82,67.51,69,39,9.13,scattered clouds,0.0,0.0
895,Kasane,BW,2020-11-05 13:31:10,-17.82,25.15,89.6,38,20,6.93,few clouds,0.0,0.0
896,Portree,GB,2020-11-05 13:31:10,57.41,-6.19,54.0,80,31,18.01,scattered clouds,0.0,0.0
897,Cowra,AU,2020-11-05 13:31:10,-33.83,148.68,43.0,93,0,1.99,clear sky,0.0,0.0
898,Mashhad,IR,2020-11-05 13:31:10,36.3,59.61,64.4,20,0,6.93,clear sky,0.0,0.0
899,Pokrovskoye,RU,2020-11-05 13:31:11,47.42,38.9,54.46,55,0,8.79,clear sky,0.0,0.0
900,Kallaste,EE,2020-11-05 13:31:11,58.66,27.16,48.2,76,90,17.22,overcast clouds,0.0,0.0
901,Santo Ângelo,BR,2020-11-05 13:29:48,-28.3,-54.26,70.0,36,6,5.99,clear sky,0.0,0.0
902,Zhigalovo,RU,2020-11-05 13:31:11,54.81,105.16,25.36,95,100,8.05,light snow,0.0,0.16
903,Eldorado,BR,2020-11-05 13:31:11,-23.79,-54.28,79.02,46,0,8.25,clear sky,0.0,0.0
904,Dergachi,RU,2020-11-05 13:31:12,51.23,48.77,49.57,71,100,3.51,overcast clouds,0.0,0.0
905,Songjianghe,CN,2020-11-05 13:31:12,42.19,127.48,38.35,88,78,8.43,broken clouds,0.0,0.0
906,Mpika,ZM,2020-11-05 13:31:12,-11.83,31.45,87.84,16,38,8.01,scattered clouds,0.0,0.0
907,Quelimane,MZ,2020-11-05 13:31:12,-17.88,36.89,95.0,52,20,20.8,few clouds,0.0,0.0
908,Mosina,PL,2020-11-05 13:31:12,52.25,16.85,52.0,81,40,11.41,scattered clouds,0.0,0.0
909,Beyneu,KZ,2020-11-05 13:31:13,45.32,55.2,52.32,41,94,12.59,overcast clouds,0.0,0.0
910,Chauk,MM,2020-11-05 13:31:13,20.88,94.82,81.1,67,0,1.63,clear sky,0.0,0.0
911,Khanu Woralaksaburi,TH,2020-11-05 13:31:13,16.06,99.86,75.88,85,2,3.8,clear sky,0.0,0.0
912,San Miguelito,PA,2020-11-05 13:31:13,9.03,-79.5,82.0,78,40,11.41,scattered clouds,0.0,0.0
913,Yazman,PK,2020-11-05 13:31:13,29.12,71.74,72.27,21,0,2.8,clear sky,0.0,0.0
914,Tarbert,GB,2020-11-05 13:31:14,55.86,-5.42,55.0,93,90,13.87,overcast clouds,0.0,0.0
915,Goulouré,BF,2020-11-05 13:31:14,12.23,-1.93,96.8,20,100,11.41,overcast clouds,0.0,0.0
916,Senno,RU,2020-11-05 13:31:15,59.53,33.92,44.26,75,100,14.47,light rain,0.999,0.0
917,Kroonstad,ZA,2020-11-05 13:31:15,-27.65,27.23,68.95,64,53,12.28,light rain,1.0,0.0
918,La Serena,CL,2020-11-05 13:29:38,-29.91,-71.25,60.8,72,0,4.7,clear sky,0.0,0.0
919,Hervey Bay,AU,2020-11-05 13:31:16,-25.3,152.85,77.0,80,0,3.0,clear sky,0.0,0.0
920,Bima,ID,2020-11-05 13:31:16,-8.47,118.72,79.83,82,4,3.31,clear sky,0.0,0.0
921,Ciudad Bolivar,VE,2020-11-05 13:31:16,8.12,-63.55,83.05,73,48,8.48,light rain,0.26,0.0
922,Caconda,AO,2020-11-05 13:31:16,-13.73,15.07,67.05,74,100,6.67,moderate rain,1.1,0.0
923,Tupelo,US,2020-11-05 13:31:17,34.26,-88.7,46.4,87,1,3.36,clear sky,0.0,0.0
924,Neuquén,AR,2020-11-05 13:27:24,-38.95,-68.06,62.6,33,0,13.87,clear sky,0.0,0.0
925,Borovoy,RU,2020-11-05 13:31:17,55.43,86.08,33.8,96,90,15.66,light snow,0.0,0.0
926,Väike-Maarja,EE,2020-11-05 13:31:17,59.13,26.25,46.4,83,100,16.33,overcast clouds,0.0,0.0
927,Kuito,AO,2020-11-05 13:31:18,-12.38,16.93,80.6,34,40,9.17,scattered clouds,0.0,0.0
928,Oudtshoorn,ZA,2020-11-05 13:31:18,-33.59,22.2,69.8,88,20,6.93,few clouds,0.0,0.0
929,Darlawn,IN,2020-11-05 13:31:18,24.02,92.9,60.48,100,0,1.14,clear sky,0.0,0.0
930,Koulamoutou,GA,2020-11-05 13:31:19,-1.13,12.47,71.6,100,75,2.68,light rain,0.0,0.0
931,Songyang,CN,2020-11-05 13:31:19,34.46,113.03,62.01,99,83,2.04,broken clouds,0.0,0.0
932,Rincon,US,2020-11-05 13:30:16,32.3,-81.24,62.6,77,75,4.7,broken clouds,0.0,0.0
933,Birao,CF,2020-11-05 13:31:19,10.28,22.79,96.44,20,92,8.95,overcast clouds,0.0,0.0
934,Majene,ID,2020-11-05 13:31:20,-3.54,118.97,77.38,91,100,1.74,heavy intensity rain,5.13,0.0
935,Saint Johnsbury,US,2020-11-05 13:29:58,44.42,-72.02,39.2,86,70,4.5,broken clouds,0.0,0.0
936,Sochi,RU,2020-11-05 13:30:41,43.6,39.73,66.2,77,40,4.47,scattered clouds,0.0,0.0
937,Pemberton,CA,2020-11-05 13:31:21,50.32,-122.8,46.99,85,100,9.1,overcast clouds,0.0,0.0
938,Sheridan,US,2020-11-05 13:31:21,44.83,-106.92,50.0,64,1,3.36,clear sky,0.0,0.0
939,Malakal,SS,2020-11-05 13:31:22,9.53,31.66,95.86,27,0,4.65,clear sky,0.0,0.0
940,Fomboni,KM,2020-11-05 13:31:22,-12.28,43.74,79.97,69,0,7.02,clear sky,0.0,0.0
941,Issa,RU,2020-11-05 13:31:22,53.87,44.86,42.75,90,64,7.38,broken clouds,0.0,0.0
942,Solnechnyy,RU,2020-11-05 13:31:22,50.72,136.63,21.87,85,51,4.25,broken clouds,0.0,0.0
943,Wana,PK,2020-11-05 13:31:22,32.3,69.57,55.42,34,0,3.2,clear sky,0.0,0.0
